symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SHIB/USD,2023-09-06 05:00:00+00:00,7.62e-06,7.785e-06,7.51e-06,7.67e-06,836284.829070188,2.0,7.6209e-06
SHIB/USD,2023-09-07 05:00:00+00:00,7.67e-06,7.71e-06,7.267e-06,7.67e-06,71816454.92513926,38.0,7.3241e-06
SHIB/USD,2023-09-08 05:00:00+00:00,7.67e-06,7.68e-06,7.49e-06,7.6e-06,9999.9999,1.0,7.62e-06
SHIB/USD,2023-09-09 05:00:00+00:00,7.6e-06,7.6375e-06,7.33e-06,7.405e-06,0.0,0.0,0.0
SHIB/USD,2023-09-10 05:00:00+00:00,7.4e-06,7.46e-06,6.8195e-06,7.32e-06,0.0,0.0,0.0
SHIB/USD,2023-09-11 05:00:00+00:00,7.31e-06,0.003852997,6.955e-06,7.19e-06,16125262.671334825,18.0,7.1301e-06
SHIB/USD,2023-09-12 05:00:00+00:00,7.2e-06,0.003852997,7.13e-06,7.19e-06,4482744.776730848,4.0,7.2038e-06
SHIB/USD,2023-09-13 05:00:00+00:00,7.19e-06,7.385e-06,7.095e-06,7.25e-06,21221409.169544972,19.0,7.1775e-06
SHIB/USD,2023-09-14 05:00:00+00:00,7.25e-06,7.45e-06,7.21e-06,7.44e-06,1300000.0,2.0,7.3752e-06
SHIB/USD,2023-09-15 05:00:00+00:00,7.44e-06,7.57e-06,7.313e-06,7.52e-06,800000.0,2.0,7.3484e-06
SHIB/USD,2023-09-16 05:00:00+00:00,7.53e-06,7.55e-06,7.25e-06,7.34e-06,16160838.643169526,25.0,7.3292e-06
SHIB/USD,2023-09-17 05:00:00+00:00,7.34e-06,7.34e-06,7.1e-06,7.29e-06,3909922.545410264,6.0,7.236e-06
SHIB/USD,2023-09-18 05:00:00+00:00,7.29e-06,7.41e-06,7.22e-06,7.31e-06,10053682.04816442,16.0,7.351e-06
SHIB/USD,2023-09-19 05:00:00+00:00,7.31e-06,7.43e-06,7.27e-06,7.39e-06,3817791.041055117,6.0,7.411e-06
SHIB/USD,2023-09-20 05:00:00+00:00,7.385e-06,7.54e-06,7.27e-06,7.44e-06,3644832.432994789,7.0,7.37e-06
SHIB/USD,2023-09-21 05:00:00+00:00,7.44e-06,7.44e-06,7.15e-06,7.29e-06,26600232.703834012,25.0,7.2242e-06
SHIB/USD,2023-09-22 05:00:00+00:00,7.29e-06,7.4e-06,7.24e-06,7.39e-06,0.0,0.0,0.0
SHIB/USD,2023-09-23 05:00:00+00:00,7.395e-06,0.003853845,7.211e-06,7.375e-06,297209896.0645309,208.0,7.5435e-06
SHIB/USD,2023-09-24 05:00:00+00:00,7.37e-06,7.42e-06,7.211e-06,7.36e-06,8805385.896724042,7.0,7.3179e-06
SHIB/USD,2023-09-25 05:00:00+00:00,7.36e-06,7.37e-06,7.17e-06,7.32e-06,100000.0,1.0,7.26e-06
SHIB/USD,2023-09-26 05:00:00+00:00,7.32e-06,7.428e-06,7.06e-06,7.25e-06,134961257.0686843,93.0,7.2617e-06
SHIB/USD,2023-09-27 05:00:00+00:00,7.25e-06,7.31e-06,7.13e-06,7.23e-06,1997500.0,4.0,7.28e-06
SHIB/USD,2023-09-28 05:00:00+00:00,7.23e-06,7.34e-06,7.22e-06,7.34e-06,51334.258541514,2.0,7.3126e-06
SHIB/USD,2023-09-29 05:00:00+00:00,7.34e-06,7.42e-06,7.27e-06,7.315e-06,800000.0,2.0,7.3616e-06
SHIB/USD,2023-09-30 05:00:00+00:00,7.315e-06,7.44e-06,7.3e-06,7.4e-06,18932.040716358,2.0,7.4035e-06
SHIB/USD,2023-10-01 05:00:00+00:00,7.4e-06,7.61e-06,6.753e-06,7.56e-06,55859.477711065,2.0,7.4815e-06
SHIB/USD,2023-10-02 05:00:00+00:00,7.555e-06,7.6e-06,6.778e-06,7.3e-06,46716126.00000036,34.0,7.3497e-06
SHIB/USD,2023-10-03 05:00:00+00:00,7.305e-06,7.32e-06,7.1e-06,7.17e-06,139579.875595576,1.0,7.258e-06
SHIB/USD,2023-10-04 05:00:00+00:00,7.17e-06,7.28e-06,7.16e-06,7.24e-06,0.0,0.0,0.0
SHIB/USD,2023-10-05 05:00:00+00:00,7.24e-06,7.255e-06,7.125e-06,7.16e-06,0.0,0.0,0.0
SHIB/USD,2023-10-06 05:00:00+00:00,7.165e-06,7.26e-06,7.13e-06,7.25e-06,0.0,0.0,0.0
SHIB/USD,2023-10-07 05:00:00+00:00,7.25e-06,7.29e-06,7.19e-06,7.24e-06,0.0,0.0,0.0
SHIB/USD,2023-10-08 05:00:00+00:00,7.24e-06,7.26e-06,7.15e-06,7.19e-06,0.0,0.0,0.0
SHIB/USD,2023-10-09 05:00:00+00:00,7.19e-06,0.003852997,6.775e-06,6.95e-06,218589.462379389,1.0,6.911e-06
SHIB/USD,2023-10-10 05:00:00+00:00,6.95e-06,6.98e-06,6.82e-06,6.86e-06,52588.26439053,1.0,6.928e-06
SHIB/USD,2023-10-11 05:00:00+00:00,6.86e-06,6.88e-06,6.71e-06,6.78e-06,434829.991281603,1.0,6.75e-06
SHIB/USD,2023-10-12 05:00:00+00:00,6.78e-06,6.89e-06,6.74e-06,6.78e-06,0.0,0.0,0.0
SHIB/USD,2023-10-13 05:00:00+00:00,6.79e-06,7e-06,6.7015e-06,6.96e-06,29837386.244964942,18.0,6.7257e-06
SHIB/USD,2023-10-14 05:00:00+00:00,6.96e-06,7.14e-06,6.87e-06,7.05e-06,23851301.961274587,20.0,6.9838e-06
SHIB/USD,2023-10-15 05:00:00+00:00,7.045e-06,7.09e-06,6.94e-06,7.065e-06,68186.552315019,1.0,7.038e-06
SHIB/USD,2023-10-16 05:00:00+00:00,7.06e-06,5.2997e-05,6.4805e-06,7.09e-06,25708976.800319333,22.0,7.0563e-06
SHIB/USD,2023-10-17 05:00:00+00:00,7.09e-06,5.2997e-05,6.85e-06,6.93e-06,187286.476146006,1.0,6.901e-06
SHIB/USD,2023-10-18 05:00:00+00:00,6.93e-06,6.95e-06,6.496e-06,6.72e-06,12596658.0,9.0,6.8384e-06
SHIB/USD,2023-10-19 05:00:00+00:00,6.72e-06,6.97e-06,6.563e-06,6.93e-06,89855185.7984496,56.0,6.664e-06
SHIB/USD,2023-10-20 05:00:00+00:00,6.93e-06,7.03e-06,6.86e-06,6.93e-06,1386547.787182405,4.0,6.926e-06
SHIB/USD,2023-10-21 05:00:00+00:00,6.93e-06,7.18e-06,6.92e-06,7.07e-06,292002570.07675034,300.0,7.1081e-06
SHIB/USD,2023-10-22 05:00:00+00:00,7.07e-06,7.32e-06,6.925e-06,7.24e-06,301653766.24228424,249.0,6.9671e-06
SHIB/USD,2023-10-23 05:00:00+00:00,7.23e-06,5.36e-05,7.1e-06,7.52e-06,64491760.00219022,58.0,7.6054e-06
SHIB/USD,2023-10-24 05:00:00+00:00,7.51e-06,7.75e-06,7.241e-06,7.45e-06,76181100.52838828,75.0,7.3774e-06
SHIB/USD,2023-10-25 05:00:00+00:00,7.45e-06,5.3978e-05,7.1815e-06,8.03e-06,1315058219.5863032,1302.0,7.6422e-06
SHIB/USD,2023-10-26 05:00:00+00:00,8.02e-06,8.165e-06,7.6e-06,7.85e-06,56051579.05992949,67.0,7.8468e-06
SHIB/USD,2023-10-27 05:00:00+00:00,7.85e-06,7.94e-06,7.526e-06,7.76e-06,35593468.93374282,29.0,7.62e-06
SHIB/USD,2023-10-28 05:00:00+00:00,7.76e-06,8.12e-06,7.725e-06,7.86e-06,8885538.51874286,14.0,7.9273e-06
SHIB/USD,2023-10-29 05:00:00+00:00,7.86e-06,8.115e-06,7.82e-06,7.93e-06,6308000.040571241,10.0,7.9794e-06
SHIB/USD,2023-10-30 05:00:00+00:00,7.93e-06,8.055e-06,7.7705e-06,7.92e-06,59400777.829355896,45.0,7.8748e-06
SHIB/USD,2023-10-31 05:00:00+00:00,7.92e-06,8.01e-06,7.54e-06,7.715e-06,34664707.08414852,34.0,7.7852e-06
SHIB/USD,2023-11-01 05:00:00+00:00,7.71e-06,8.078e-06,7.57e-06,7.995e-06,16531757.333054738,22.0,7.8014e-06
SHIB/USD,2023-11-02 05:00:00+00:00,7.99e-06,8.04e-06,7.62e-06,7.72e-06,11533956.233639773,18.0,7.8324e-06
SHIB/USD,2023-11-03 05:00:00+00:00,7.72e-06,7.88e-06,7.67e-06,7.84e-06,3936333.394674728,8.0,7.7672e-06
SHIB/USD,2023-11-04 05:00:00+00:00,7.835e-06,8.065e-06,7.711e-06,8.02e-06,15291594.90991813,18.0,7.828e-06
SHIB/USD,2023-11-05 05:00:00+00:00,8.01e-06,8.31e-06,7.83e-06,8.055e-06,148823924.09582546,144.0,8.2048e-06
SHIB/USD,2023-11-06 06:00:00+00:00,8.06e-06,8.51e-06,8.03e-06,8.36e-06,12071685.684537087,20.0,8.3192e-06
SHIB/USD,2023-11-07 06:00:00+00:00,8.365e-06,8.42e-06,7.95e-06,8.18e-06,23853189.792080875,32.0,8.1756e-06
SHIB/USD,2023-11-08 06:00:00+00:00,8.18e-06,8.705e-06,8.145e-06,8.585e-06,25010916.04870723,34.0,8.3475e-06
SHIB/USD,2023-11-09 06:00:00+00:00,8.59e-06,8.715e-06,7.75e-06,8.41e-06,60665768.072507456,95.0,8.2462e-06
SHIB/USD,2023-11-10 06:00:00+00:00,8.42e-06,5.445e-05,8.09e-06,9.13e-06,133529347.21364556,146.0,8.517e-06
SHIB/USD,2023-11-11 06:00:00+00:00,9.13e-06,9.635e-06,8.66e-06,9.02e-06,30893553.311505444,57.0,9.2206e-06
SHIB/USD,2023-11-12 06:00:00+00:00,9.02e-06,9.17e-06,8.785e-06,8.86e-06,6799319.727891154,12.0,8.8799e-06
SHIB/USD,2023-11-13 06:00:00+00:00,8.86e-06,8.99e-06,8.32e-06,8.63e-06,128641500.68626727,86.0,8.7384e-06
SHIB/USD,2023-11-14 06:00:00+00:00,8.635e-06,8.69e-06,8.09e-06,8.45e-06,12183601.990117326,20.0,8.367e-06
SHIB/USD,2023-11-15 06:00:00+00:00,8.45e-06,8.86e-06,8.37e-06,8.765e-06,13075099.864893125,16.0,8.5339e-06
SHIB/USD,2023-11-16 06:00:00+00:00,8.77e-06,9.18e-06,8.3e-06,8.73e-06,47961003.95329254,47.0,8.5681e-06
SHIB/USD,2023-11-17 06:00:00+00:00,8.75e-06,9.145e-06,8.41e-06,8.53e-06,42752028.025968745,45.0,8.8371e-06
SHIB/USD,2023-11-18 06:00:00+00:00,8.53e-06,8.635e-06,8.365e-06,8.47e-06,6144059.982946413,8.0,8.5085e-06
SHIB/USD,2023-11-19 06:00:00+00:00,8.47e-06,8.715e-06,8.43e-06,8.62e-06,28889147.3884306,19.0,8.5303e-06
SHIB/USD,2023-11-20 06:00:00+00:00,8.62e-06,8.74e-06,8.36e-06,8.395e-06,39034729.85462253,32.0,8.5078e-06
SHIB/USD,2023-11-21 06:00:00+00:00,8.4e-06,8.4e-06,7.63e-06,8e-06,210998356.68394518,137.0,8.0141e-06
SHIB/USD,2023-11-22 06:00:00+00:00,8e-06,8.18e-06,7.89e-06,8.13e-06,2668104.480516682,5.0,8.1186e-06
SHIB/USD,2023-11-23 06:00:00+00:00,8.125e-06,8.2e-06,8.01e-06,8.18e-06,0.0,0.0,0.0
SHIB/USD,2023-11-24 06:00:00+00:00,8.18e-06,8.31e-06,8.135e-06,8.3e-06,3256334.563345632,6.0,8.2808e-06
SHIB/USD,2023-11-25 06:00:00+00:00,8.3e-06,8.6e-06,8.26e-06,8.4e-06,6617490.383885541,12.0,8.497e-06
SHIB/USD,2023-11-26 06:00:00+00:00,8.4e-06,8.405e-06,8.065e-06,8.36e-06,59019161.429356985,46.0,8.1599e-06
SHIB/USD,2023-11-27 06:00:00+00:00,8.365e-06,8.66e-06,8.02e-06,8.05e-06,18994695.51531122,26.0,8.358e-06
SHIB/USD,2023-11-28 06:00:00+00:00,8.05e-06,8.42e-06,8.03e-06,8.34e-06,19396344.951795198,16.0,8.2849e-06
