symbol,date,open,close,volume
DOGE/USD,2023-08-01,0.076038053,0.077357812,79843.531373451
DOGE/USD,2023-08-02,0.077385812,0.0745086565,31162.240727509
DOGE/USD,2023-08-03,0.0744946565,0.074160691,9856.739746404
DOGE/USD,2023-08-04,0.074149441,0.075221254,6127.972838555
DOGE/USD,2023-08-05,0.075121754,0.075744182,7448.538597354
DOGE/USD,2023-08-06,0.075737982,0.0751836155,8054.075361952
DOGE/USD,2023-08-07,0.0752094755,0.0737347555,20684.324560752
DOGE/USD,2023-08-08,0.0737224555,0.074885249,6722.468811919
DOGE/USD,2023-08-09,0.074899859,0.075791128,6887.1328914
DOGE/USD,2023-08-10,0.075796878,0.075556264,7165.87824613
DOGE/USD,2023-08-11,0.075538164,0.07593205,1464.351414746
DOGE/USD,2023-08-12,0.075969,0.0764523935,1117.526498379
DOGE/USD,2023-08-13,0.0764418935,0.0747786275,2659.484576892
DOGE/USD,2023-08-14,0.0747716275,0.0744715745,21501.401785965
DOGE/USD,2023-08-15,0.0744748245,0.0709010455,340915.980338302
DOGE/USD,2023-08-16,0.0709115455,0.06792692,65181.487040469
DOGE/USD,2023-08-17,0.0679142695,0.060974,57248.367928161
DOGE/USD,2023-08-18,0.060998385,0.06394627,26307.193275283
DOGE/USD,2023-08-19,0.06393435,0.0640283,3000.0
DOGE/USD,2023-08-20,0.064022,0.0633819,3107.152506381
DOGE/USD,2023-08-21,0.06338765,0.06246225,2554.456055344
DOGE/USD,2023-08-22,0.062469,0.062741,4307.11646658
DOGE/USD,2023-08-23,0.06273905,0.063982,16418.627815547
DOGE/USD,2023-08-24,0.06398275,0.06188625,16665.566846881
DOGE/USD,2023-08-25,0.061918,0.0632241,3341.014930096
DOGE/USD,2023-08-26,0.0632505,0.062989,90.986516009
DOGE/USD,2023-08-27,0.06299985,0.0625138,1617.580531226
DOGE/USD,2023-08-28,0.06252855,0.063188,8328.892770028
DOGE/USD,2023-08-29,0.0631806,0.0656705,26637.898115623
DOGE/USD,2023-08-30,0.06569725,0.06569915,14827.246545403
DOGE/USD,2023-08-31,0.0657103,0.0637599,24810.935424445
DOGE/USD,2023-09-01,0.0637665,0.06387,11771.512796075
DOGE/USD,2023-09-02,0.06385925,0.063487,10000.6
DOGE/USD,2023-09-03,0.063516,0.06339245,21892.35487998
DOGE/USD,2023-09-04,0.06338895,0.06346525,1755.207601115
DOGE/USD,2023-09-05,0.06349015,0.0638753,15368.58009359
DOGE/USD,2023-09-06,0.063919,0.06358305,2438.881161199
DOGE/USD,2023-09-07,0.0636245,0.063815,2439.364604735
DOGE/USD,2023-09-08,0.063802,0.06351645,4549.034100849
DOGE/USD,2023-09-09,0.06350625,0.06174,7858.014685656
DOGE/USD,2023-09-10,0.06170855,0.0612275,105.752408964
DOGE/USD,2023-09-11,0.06122735,0.061254,213458.909449149
DOGE/USD,2023-09-12,0.0611343,0.0608155,7445.244041832
DOGE/USD,2023-09-13,0.0608082,0.0611837,11557.743664631
DOGE/USD,2023-09-14,0.0611847,0.0621525,5272.78347336
DOGE/USD,2023-09-15,0.06212945,0.06231885,36973.755491958
DOGE/USD,2023-09-16,0.06236,0.0622515,366.937304295
DOGE/USD,2023-09-17,0.062261,0.061735,517.775167044
DOGE/USD,2023-09-18,0.06173895,0.06245,16883.101616601
DOGE/USD,2023-09-19,0.0624785,0.06237475,404463.894755487
DOGE/USD,2023-09-20,0.06237475,0.06300115,4772.952959381
DOGE/USD,2023-09-21,0.06300725,0.0616303,13538.796525852
DOGE/USD,2023-09-22,0.061595,0.0616512,5320.922210629
DOGE/USD,2023-09-23,0.0616645,0.0615733,10416.11771294
DOGE/USD,2023-09-24,0.06154815,0.060889,3246.551070354
DOGE/USD,2023-09-25,0.06088,0.0610265,2734.294886366
DOGE/USD,2023-09-26,0.06101055,0.0606039,33217.096923062
DOGE/USD,2023-09-27,0.06059845,0.0604958,7504.963696361
DOGE/USD,2023-09-28,0.0604775,0.06159855,35148.558070343
DOGE/USD,2023-09-29,0.061567,0.0618433,3998.366880887
DOGE/USD,2023-09-30,0.061871,0.0620003,277.905187376
DOGE/USD,2023-10-01,0.06201395,0.063193,2990.600462167
DOGE/USD,2023-10-02,0.0631775,0.0622585,11755.565536446
DOGE/USD,2023-10-03,0.0622891345,0.06075565,3529.856022387
DOGE/USD,2023-10-04,0.0607445,0.0611372,7390.665005987
DOGE/USD,2023-10-05,0.0611365,0.0610145,935.327480864
DOGE/USD,2023-10-06,0.061033,0.06152,1031.667237793
DOGE/USD,2023-10-07,0.061539,0.06140325,951.829281473
DOGE/USD,2023-10-08,0.06140065,0.060828,792.152461357
DOGE/USD,2023-10-09,0.06085215,0.0589097,26758.676587615
DOGE/USD,2023-10-10,0.058905,0.05903455,914.339042617
DOGE/USD,2023-10-11,0.058987,0.0582325,4188.162200047
DOGE/USD,2023-10-12,0.05823205,0.057879,6528.256732732
DOGE/USD,2023-10-13,0.0579045,0.0585565,5243.19231531
DOGE/USD,2023-10-14,0.05855335,0.05943325,4167.326161337
DOGE/USD,2023-10-15,0.059446,0.0593295,1079.550750275
DOGE/USD,2023-10-16,0.05938,0.059935,7944.864427711
DOGE/USD,2023-10-17,0.0599225,0.0591153,1709.098803831
DOGE/USD,2023-10-18,0.0591615,0.058295,28719.100656185
DOGE/USD,2023-10-19,0.05822935,0.0594035,1285.275325682
DOGE/USD,2023-10-20,0.0593662,0.05988975,12114.732713807
DOGE/USD,2023-10-21,0.0599325,0.061235,2369.041608987
DOGE/USD,2023-10-22,0.06127975,0.0630376335,4612.625289572
DOGE/USD,2023-10-23,0.0629599,0.06798345,56754.913448883
DOGE/USD,2023-10-24,0.067957,0.0662095,63623.648972837
DOGE/USD,2023-10-25,0.066215,0.0712215,103222.053129227
DOGE/USD,2023-10-26,0.0712775,0.071199,158999.557407474
DOGE/USD,2023-10-27,0.0710825,0.0687425,9494.732978065
DOGE/USD,2023-10-28,0.068775,0.0684408655,5059.348924619
DOGE/USD,2023-10-29,0.0684262155,0.06883855,4658.913850299
DOGE/USD,2023-10-30,0.06879865,0.069093,12651.68232631
DOGE/USD,2023-10-31,0.06910525,0.0674031,20399.802130185
DOGE/USD,2023-11-01,0.0673,0.0690768,46870.884116815
DOGE/USD,2023-11-02,0.0690975,0.067006,5964.493179277
DOGE/USD,2023-11-03,0.067116,0.06847895,1164.422402384
DOGE/USD,2023-11-04,0.068498,0.0697845,7551.941638175
DOGE/USD,2023-11-05,0.0697585,0.070795,14845.883652597
DOGE/USD,2023-11-06,0.070842,0.0748035,92521.313281757
DOGE/USD,2023-11-07,0.074861,0.0734595,10876.251168453
DOGE/USD,2023-11-08,0.073435,0.07625625,96884.80701432
DOGE/USD,2023-11-09,0.0762415,0.07454355,139136.469452476
DOGE/USD,2023-11-10,0.07453565,0.0788825,28685.141081705
DOGE/USD,2023-11-11,0.0788295,0.0781475,25977.381708838
DOGE/USD,2023-11-12,0.0780515,0.0769705,33346.220267291
DOGE/USD,2023-11-13,0.0769515,0.075265,19636.811004899
DOGE/USD,2023-11-14,0.075254,0.07322415,32976.481152054
DOGE/USD,2023-11-15,0.0732355,0.0767988,12229.971771199
DOGE/USD,2023-11-16,0.07673885,0.0820487,114174.997196324
DOGE/USD,2023-11-17,0.082079,0.08296385,223986.519375138
DOGE/USD,2023-11-18,0.08307,0.078264,79208.245970581
DOGE/USD,2023-11-19,0.07825745,0.080297,5285.877407338
DOGE/USD,2023-11-20,0.08038685,0.07690665,107705.324124515
DOGE/USD,2023-11-21,0.07690715,0.0741245,63023.67189989
DOGE/USD,2023-11-22,0.074201,0.07594955,3887.433336191
DOGE/USD,2023-11-23,0.07591875,0.07706,7961.475636353
DOGE/USD,2023-11-24,0.07707605,0.07862,7648.521278943
DOGE/USD,2023-11-25,0.078605,0.0786062,42864.704009338
DOGE/USD,2023-11-26,0.0786015,0.0805963,27119.73442184
