symbol,date,open,close,volume
LTC/USD,2023-08-01,89.70715411,92.295,36.52116888
LTC/USD,2023-08-02,92.2301655,86.961470465,328.777191456
LTC/USD,2023-08-03,86.97065,83.003495,21.635708786
LTC/USD,2023-08-04,82.963422,81.94655428,39.952920631
LTC/USD,2023-08-05,81.7993,83.3300445,3.514329463
LTC/USD,2023-08-06,83.306033475,82.9486933,10.564545343
LTC/USD,2023-08-07,82.967,82.712539,125.156675784
LTC/USD,2023-08-08,82.706222615,83.9841,17.3136898
LTC/USD,2023-08-09,84.0135,84.140167545,14.680271197
LTC/USD,2023-08-10,84.13885585,83.100637935,3.562089271
LTC/USD,2023-08-11,83.1010125,83.6646325,32.779419768
LTC/USD,2023-08-12,83.6551067,83.150042825,4.240068385
LTC/USD,2023-08-13,83.170258335,82.224535,5.727040918
LTC/USD,2023-08-14,82.227432,81.554164955,23.545367108
LTC/USD,2023-08-15,81.54317685,78.734599,10.482470994
LTC/USD,2023-08-16,78.7251345,75.172591905,182.93540246
LTC/USD,2023-08-17,75.15803961,63.935,232.738426722
LTC/USD,2023-08-18,63.9276,64.3241837,100.215835801
LTC/USD,2023-08-19,64.3024475,64.371,19.020016486
LTC/USD,2023-08-20,64.3201,65.9555,137.785304617
LTC/USD,2023-08-21,65.99,66.195,138.689871471
LTC/USD,2023-08-22,66.19595,64.93665,71.763628551
LTC/USD,2023-08-23,64.9,65.7584,33.275184895
LTC/USD,2023-08-24,65.78,63.819,0.202208036
LTC/USD,2023-08-25,63.82625,65.322,0.076132127
LTC/USD,2023-08-26,65.1793,65.0758,0.201252616
LTC/USD,2023-08-27,65.0725,64.763,0.609772881
LTC/USD,2023-08-28,64.7444,65.234,1.121178372
LTC/USD,2023-08-29,65.2478,67.7861,0.666861274
LTC/USD,2023-08-30,67.7935,67.46195,101.332446007
LTC/USD,2023-08-31,67.529,63.8699,62.285573711
LTC/USD,2023-09-01,63.91195,63.433,62.018267236
LTC/USD,2023-09-02,63.38,64.528,76.824506079
LTC/USD,2023-09-03,64.5541,64.4352,3.0
LTC/USD,2023-09-04,64.45195,63.2845,1.014673053
LTC/USD,2023-09-05,63.2324,62.9835,30.397815123
LTC/USD,2023-09-06,62.9605,62.933,27.359115089
LTC/USD,2023-09-07,62.9878,63.662,1.962424592
LTC/USD,2023-09-08,63.67145,62.785,10.223397614
LTC/USD,2023-09-09,62.8238,61.66375,2.044925869
LTC/USD,2023-09-10,61.59195,61.175,1.4884929
LTC/USD,2023-09-11,61.1718,59.76225,56.693375282
LTC/USD,2023-09-12,59.79915,59.9192,13.722614558
LTC/USD,2023-09-13,59.9059,62.2075,8.465400229
LTC/USD,2023-09-14,62.16305,63.3315,0.7
LTC/USD,2023-09-15,63.23205,66.1215,3.317662041
LTC/USD,2023-09-16,66.23485,63.91,1.222672434
LTC/USD,2023-09-17,64.0015,64.687,2.401411393
LTC/USD,2023-09-18,64.7465,67.1021,15.447426086
LTC/USD,2023-09-19,67.124,66.67,4.973114361
LTC/USD,2023-09-20,66.65045,64.7485,12.366539922
LTC/USD,2023-09-21,64.7019,64.932,0.809212085
LTC/USD,2023-09-22,64.9,64.78045,1.866841345
LTC/USD,2023-09-23,64.82535,64.68155,5.02930319
LTC/USD,2023-09-24,64.59185,64.4125,0.258404497
LTC/USD,2023-09-25,64.47875,64.58655,0.030220251
LTC/USD,2023-09-26,64.5525,63.8738,0.075851814
LTC/USD,2023-09-27,63.875,63.391,16.15385479
LTC/USD,2023-09-28,63.4254,65.2745,0.717948859
LTC/USD,2023-09-29,65.2995,65.4964,0.644339107
LTC/USD,2023-09-30,65.495,65.94715,3.207696791
LTC/USD,2023-10-01,65.96785,67.4685,4.34756825
LTC/USD,2023-10-02,67.46315,66.27,2.595950703
LTC/USD,2023-10-03,66.214,64.19,1.306834148
LTC/USD,2023-10-04,64.1425,64.71165,16.948695978
LTC/USD,2023-10-05,64.6755,65.145,0.306299877
LTC/USD,2023-10-06,65.1763,65.9295,62.387418774
LTC/USD,2023-10-07,65.9701,65.80255,0.0
LTC/USD,2023-10-08,65.8197,65.138,0.899097496
LTC/USD,2023-10-09,65.1585,63.2916,41.383703625
LTC/USD,2023-10-10,63.3126,62.7916,2.399860481
LTC/USD,2023-10-11,62.725,61.23635,8.631124064
LTC/USD,2023-10-12,61.15125,61.28125,0.435094202
LTC/USD,2023-10-13,61.28565,61.58325,0.031592182
LTC/USD,2023-10-14,61.57605,61.6145,0.0
LTC/USD,2023-10-15,61.6111,61.72575,1.077746305
LTC/USD,2023-10-16,61.7453,63.1401,5.130184737
LTC/USD,2023-10-17,63.187,62.55335,6.133018326
LTC/USD,2023-10-18,62.5543,60.4955,10.207842029
LTC/USD,2023-10-19,60.53515,62.531,1.645488031
LTC/USD,2023-10-20,62.55,63.779,26.736495336
LTC/USD,2023-10-21,63.815,64.907,2.192974404
LTC/USD,2023-10-22,64.94505,66.2876,3.672495118
LTC/USD,2023-10-23,66.2288,70.241,48.147033989
LTC/USD,2023-10-24,70.2364,69.7157,67.905664288
LTC/USD,2023-10-25,69.78705,69.548,40.29435231
LTC/USD,2023-10-26,69.588,68.0855,1.104805106
LTC/USD,2023-10-27,68.034,68.1635,0.676381925
LTC/USD,2023-10-28,68.22805,67.4052,51.0
LTC/USD,2023-10-29,67.4235,68.41045,200.234056315
LTC/USD,2023-10-30,68.36945,68.794,45.600555434
LTC/USD,2023-10-31,68.8508,68.22575,14.308181699
LTC/USD,2023-11-01,68.1855,70.0168,8.81459068
LTC/USD,2023-11-02,69.9946,68.59,13.832646342
LTC/USD,2023-11-03,68.67065,69.33695,1.530969291
LTC/USD,2023-11-04,69.3255,71.33885,57.896576634
LTC/USD,2023-11-05,71.29595,71.21,37.11039663
LTC/USD,2023-11-06,71.1903,73.4656,376.908070255
LTC/USD,2023-11-07,73.42725,72.6972,49.743877762
LTC/USD,2023-11-08,72.655,74.107,80.592968015
LTC/USD,2023-11-09,74.137,74.02175,35.62134464
LTC/USD,2023-11-10,74.0385,72.465,8.279337551
LTC/USD,2023-11-11,72.502,74.77235,25.831781336
LTC/USD,2023-11-12,74.715,73.53265,15.569840936
LTC/USD,2023-11-13,73.665,72.1969,10.040172075
LTC/USD,2023-11-14,72.1929,71.52675,18.51726955
LTC/USD,2023-11-15,71.5755,73.7553,80.710238132
LTC/USD,2023-11-16,73.7321,70.1154,30.353086449
LTC/USD,2023-11-17,70.175,68.5965,5.424365534
